Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,fifa_matched_club,fifa_player_match_long,fifa_player_match_score_long,fifa_player_match_short,fifa_player_match_score_short,Best_Match,Best_Match_Column,player_id,short_name,long_name,player_positions,age,height_cm,weight_kg,league_name,club_name,club_jersey_number,nationality_name,preferred_foot,player_face_url,pace
396,Luca Caldirola,ITA,DF,Monza,Serie A,32,1991,17,15,1312,14.6,0,5.0,1.0,20.0,0.0,0.0,13.1,0.0,0.0,0.0,50.1,57.1,87.9,905.5,362.0,20.5,21.6,95.2,24.3,26.8,90.8,4.52,6.92,65.3,0.0,0.21,2.4,0.21,0.0,3.08,57.1,54.5,2.47,1.71,0.07,0.41,0.21,0.27,0.0,0.0,0.0,0.0,50.1,0.07,0.34,0.55,0.55,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.96,0.48,0.55,0.21,0.21,0.41,0.82,50.0,0.41,1.03,0.48,0.55,0.96,1.92,2.26,0.0,64.3,7.53,31.7,29.3,3.56,0.48,64.3,0.07,0.0,0.0,0.07,100.0,37.9,201.7,123.1,0.62,0.48,0.0,0.14,0.07,46.4,0.75,0.21,0.0,0.0,1.23,1.03,0.0,0.21,0.48,0.0,0.0,0.0,3.84,1.78,1.16,60.5,Monza,Luca Caldirola,100,L. Caldirola,86,Luca Caldirola,long_name,199776.0,L. Caldirola,Luca Caldirola,CB,31.0,186.0,78.0,Serie A,Monza,5.0,Italy,Left,https://cdn.sofifa.net/players/199/776/23_120.png,47.0
397,Fernando Calero,ESP,DFMF,Espanyol,La Liga,27,1995,17,14,1180,13.1,0,4.0,1.0,25.0,0.0,0.0,10.0,0.0,0.0,0.0,33.4,41.7,80.2,663.1,249.8,12.0,13.6,88.2,16.3,18.9,86.3,4.81,8.17,58.9,0.0,0.23,3.44,0.23,0.0,3.51,41.7,37.3,4.27,1.68,0.0,0.69,0.31,2.6,0.0,0.0,0.0,0.0,33.4,0.15,0.15,0.84,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,1.45,1.53,0.92,0.23,1.37,1.83,75.0,0.46,1.83,0.69,1.15,0.61,3.28,3.05,0.0,51.6,4.96,20.5,27.3,4.35,0.46,51.6,0.08,0.0,0.0,0.08,100.0,23.9,100.8,48.5,0.38,0.38,0.08,0.69,0.31,27.3,0.08,0.23,0.0,0.0,1.07,0.53,0.08,0.31,1.45,0.0,0.0,0.0,5.04,1.83,1.22,60.0,Espanyol,Fernando Calero Villa,95,Calero,90,Fernando Calero Villa,long_name,240289.0,Calero,Fernando Calero Villa,"CB, CM, RB",26.0,183.0,71.0,La Liga,Espanyol,5.0,Spain,Right,https://cdn.sofifa.net/players/240/289/23_120.png,64.0
398,Duje ?aleta-Car,CRO,DF,Southampton,Premier League,26,1996,10,7,716,8.0,0,3.0,1.0,33.3,0.0,0.0,10.6,0.0,0.0,0.0,43.9,51.8,84.8,869.6,323.8,13.6,15.3,89.3,24.6,26.5,92.9,5.13,8.63,59.4,0.0,0.13,2.5,0.0,0.0,2.88,51.8,49.1,2.25,1.63,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,43.9,0.38,0.13,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.88,0.88,0.38,0.13,0.63,0.75,83.3,0.13,1.25,1.0,0.25,1.63,3.0,5.25,0.13,62.5,11.6,37.6,23.6,1.5,0.88,62.5,0.0,0.0,0.0,0.0,0.0,34.1,172.0,86.6,0.25,0.13,0.0,0.13,0.0,38.9,0.0,0.13,0.0,0.0,0.88,0.13,0.0,0.13,0.88,0.0,0.0,0.0,5.13,1.25,1.38,47.6,Southampton,Duje Ćaleta-Car,93,D. Ćaleta-Car,86,Duje Ćaleta-Car,long_name,225263.0,D. Ćaleta-Car,Duje Ćaleta-Car,CB,25.0,192.0,89.0,Premier League,Southampton,6.0,Croatia,Right,https://cdn.sofifa.net/players/225/263/23_120.png,58.0
400,Hakan Çalhanoðlu,TUR,MF,Inter,Serie A,29,1994,20,19,1527,17.0,2,28.0,7.0,25.0,0.68,2.38,26.2,0.35,0.06,0.06,48.5,58.1,83.4,881.1,262.9,21.5,23.6,91.3,19.7,22.4,88.2,5.76,9.24,62.4,5.0,2.59,5.18,1.29,0.41,5.76,58.1,51.8,6.18,2.59,0.24,0.82,5.18,0.24,3.35,1.0,2.12,0.0,48.5,0.18,0.35,4.35,2.53,1.41,0.0,0.18,0.18,0.06,0.47,0.29,0.18,0.0,0.0,0.0,0.0,2.06,1.12,0.71,1.12,0.24,0.47,1.24,38.1,0.76,1.29,0.24,1.06,1.12,3.18,0.47,0.06,68.2,1.47,13.9,36.3,18.7,0.88,68.2,0.76,0.24,30.8,0.29,38.5,38.9,180.4,79.5,1.41,1.24,0.12,1.24,0.41,44.4,1.88,0.12,0.0,0.0,1.82,1.12,0.06,5.18,1.12,0.0,0.0,0.0,7.47,0.65,0.71,47.8,Inter,Hakan Çalhanoğlu,97,H. Çalhanoğlu,77,Hakan Çalhanoğlu,long_name,208128.0,H. Çalhanoğlu,Hakan Çalhanoğlu,CM,28.0,178.0,76.0,Serie A,Inter,20.0,Turkey,Right,https://cdn.sofifa.net/players/208/128/23_120.png,67.0
401,Kerim Calhanoglu,GER,DF,Schalke 04,Bundesliga,20,2002,3,0,63,0.7,0,1.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,42.9,60.0,71.4,820.0,554.3,20.0,22.9,87.5,14.3,21.4,66.7,8.57,11.4,75.0,0.0,4.29,0.0,2.86,1.43,4.29,60.0,35.7,24.3,2.86,0.0,0.0,2.86,20.0,1.43,0.0,1.43,0.0,42.9,0.0,4.29,5.71,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,1.43,2.86,0.0,0.0,2.86,2.86,100.0,0.0,1.43,0.0,1.43,0.0,2.86,4.29,0.0,82.9,4.29,31.4,24.3,27.1,1.43,82.9,4.29,0.0,0.0,4.29,100.0,24.3,112.9,64.3,4.29,4.29,0.0,4.29,0.0,30.0,4.29,0.0,0.0,0.0,4.29,1.43,0.0,2.86,1.43,0.0,1.43,0.0,4.29,1.43,2.86,33.3,Schalke 04,Kerim Çalhanoğlu,90,K. Çalhanoğlu,71,Kerim Çalhanoğlu,long_name,259022.0,K. Çalhanoğlu,Kerim Çalhanoğlu,"LB, LW",19.0,183.0,80.0,Bundesliga,Schalke 04,42.0,Germany,Left,https://cdn.sofifa.net/players/259/022/23_120.png,71.0
402,Daniel Caligiuri,ITA,DFMF,Augsburg,Bundesliga,35,1988,11,2,259,2.9,1,5.0,2.0,40.0,0.58,1.44,17.7,0.0,0.0,0.0,29.3,45.2,64.9,512.4,270.3,12.8,15.9,80.4,11.4,17.9,63.5,3.45,8.28,41.7,0.0,1.03,2.76,1.38,0.0,3.79,45.2,31.0,14.1,2.76,0.0,0.69,3.45,9.31,2.07,1.72,0.34,0.0,29.3,0.0,0.69,2.41,0.69,1.03,0.0,0.0,0.69,0.0,0.34,0.0,0.0,0.0,0.0,0.34,0.0,2.76,1.72,1.72,1.03,0.0,1.38,1.72,80.0,0.34,0.69,0.69,0.0,1.03,3.79,0.69,0.0,55.9,3.79,18.6,22.8,16.2,1.72,55.9,3.45,1.38,40.0,1.38,40.0,24.1,131.0,70.7,2.07,1.72,0.34,1.72,1.38,24.8,2.41,0.34,0.0,0.0,1.72,1.03,0.0,3.45,1.72,0.0,0.0,0.0,8.97,0.69,1.72,28.6,FC Augsburg,Daniel Caligiuri,100,D. Caligiuri,86,Daniel Caligiuri,long_name,197083.0,D. Caligiuri,Daniel Caligiuri,"RW, RB, CM",34.0,182.0,80.0,Bundesliga,FC Augsburg,20.0,Italy,Right,https://cdn.sofifa.net/players/197/083/23_120.png,71.0
403,Alexander Callens,PER,DF,Girona,La Liga,30,1992,1,0,45,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,66.0,87.9,872.0,252.0,26.0,26.0,100.0,32.0,40.0,80.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,76.0,6.0,26.0,50.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,56.0,310.0,224.0,0.0,0.0,0.0,0.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Girona,Alejandro Granell Nogué,51,Álex,90,Álex,short_name,235213.0,Álex,Alexandro Marco Craninx Joostens,GK,20.0,196.0,82.0,La Liga,Real Madrid,32.0,Spain,Right,https://cdn.sofifa.net/players/235/213/17_120.png,
403,Alexander Callens,PER,DF,Girona,La Liga,30,1992,1,0,45,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,66.0,87.9,872.0,252.0,26.0,26.0,100.0,32.0,40.0,80.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,76.0,6.0,26.0,50.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,56.0,310.0,224.0,0.0,0.0,0.0,0.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Girona,Alejandro Granell Nogué,51,Álex,90,Álex,short_name,246760.0,Álex,Alejandro Pachón Párraga,ST,17.0,185.0,77.0,La Liga,Girona,37.0,Spain,Right,https://cdn.sofifa.net/players/246/760/19_120.png,70.0
404,Dominic Calvert-Lewin,ENG,FW,Everton,Premier League,25,1997,11,9,731,8.1,1,16.0,4.0,25.0,0.49,2.03,10.7,0.0,0.0,0.0,10.6,17.2,61.9,124.6,21.6,6.54,9.75,67.1,2.35,4.07,57.6,0.37,0.62,60.0,0.0,0.49,0.99,0.12,0.0,0.99,17.2,17.0,0.12,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,10.6,0.0,0.49,1.6,1.23,0.0,0.37,0.0,0.0,0.0,0.25,0.12,0.0,0.12,0.0,0.0,0.0,0.37,0.12,0.12,0.0,0.25,0.12,0.49,25.0,0.37,0.25,0.0,0.25,0.12,0.49,0.62,0.0,27.8,0.74,2.1,12.2,14.2,4.44,27.8,2.22,1.23,55.6,0.74,33.3,14.2,75.3,27.5,1.36,0.62,0.99,2.96,1.36,21.7,3.7,0.12,0.0,0.0,1.48,0.99,1.73,0.25,0.12,0.0,0.0,0.0,2.1,4.32,5.06,46.1,Everton,Dominic Calvert-Lewin,100,D. Calvert-Lewin,88,Dominic Calvert-Lewin,long_name,221479.0,D. Calvert-Lewin,Dominic Calvert-Lewin,ST,25.0,187.0,71.0,Premier League,Everton,9.0,England,Right,https://cdn.sofifa.net/players/221/479/23_120.png,81.0
405,Mahdi Camara,FRA,MF,Brest,Ligue 1,24,1998,17,14,1151,12.8,0,13.0,3.0,23.1,0.0,0.0,16.8,0.0,0.0,0.0,27.5,33.1,83.0,414.3,107.0,13.5,15.3,88.3,11.0,13.5,81.5,1.02,1.48,68.4,0.0,0.23,2.66,0.31,0.0,3.67,33.1,30.7,2.27,0.47,0.0,0.08,0.55,0.39,0.0,0.0,0.0,0.0,27.5,0.16,0.63,1.72,1.25,0.0,0.08,0.16,0.08,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,1.72,0.63,2.19,0.23,1.09,1.72,63.6,0.63,2.11,0.23,1.88,1.72,4.77,0.78,0.0,45.2,1.64,8.91,28.8,8.59,1.64,45.2,1.8,0.55,30.4,1.09,60.9,29.8,168.7,74.5,1.41,1.02,0.08,1.48,0.7,25.6,2.19,0.16,0.0,0.0,1.02,1.33,0.0,0.55,1.72,0.0,0.0,0.0,5.47,0.55,0.7,43.8,Brest,Mahdi Camara,100,M. Camara,82,Mahdi Camara,long_name,243631.0,M. Camara,Mahdi Camara,"CM, CM",24.0,178.0,69.0,Ligue 1,Brest,45.0,France,Right,https://cdn.sofifa.net/players/243/631/23_120.png,63.0
406,Mohamed Camara,GUI,MF,Roma,Serie A,25,1997,9,5,377,4.2,0,4.0,0.0,0.0,0.0,0.0,28.3,0.24,0.0,0.0,34.5,44.3,78.0,572.4,111.0,16.7,18.8,88.6,15.0,17.9,84.0,2.38,4.29,55.6,0.0,0.48,3.81,0.48,0.24,3.81,44.3,43.6,0.48,0.48,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,34.5,0.24,1.19,1.67,0.71,0.0,0.0,0.0,0.24,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,2.14,0.71,1.43,0.24,0.95,1.43,66.7,0.48,0.24,0.0,0.24,1.19,3.57,0.95,0.0,52.1,1.67,9.29,35.5,9.29,0.24,52.1,1.9,1.19,62.5,0.48,25.0,32.9,206.2,103.1,2.38,1.19,0.24,0.71,1.19,32.9,2.14,0.24,0.0,0.0,2.14,1.19,0.0,1.19,2.14,0.0,0.0,0.0,8.33,0.48,0.95,33.3,Roma,Mohamed Mady Camara,95,M. Camara,86,Mohamed Mady Camara,long_name,237520.0,M. Camara,Mohamed Mady Camara,"CM, CM",25.0,182.0,80.0,Serie A,Roma,20.0,Guinea,Right,https://cdn.sofifa.net/players/237/520/23_120.png,76.0
407,Mohamed Camara,MLI,MF,Monaco,Ligue 1,23,2000,18,16,1383,15.4,0,16.0,5.0,31.3,0.0,0.0,28.7,0.0,0.0,0.0,46.6,53.3,87.5,886.3,258.1,18.7,20.4,91.7,20.3,22.4,90.4,6.49,8.44,76.9,2.0,0.78,5.19,0.45,0.06,5.19,53.3,51.6,1.49,1.23,0.19,0.84,0.13,0.26,0.0,0.0,0.0,0.0,46.6,0.26,0.65,1.95,1.75,0.0,0.06,0.06,0.06,0.0,0.45,0.39,0.0,0.0,0.06,0.0,0.0,3.57,2.08,1.62,1.75,0.19,1.95,3.44,56.6,1.49,2.14,0.26,1.88,1.17,4.74,0.65,0.0,66.0,1.88,14.2,43.4,9.42,0.32,66.0,2.01,0.84,41.9,0.65,32.3,50.8,257.3,117.4,1.17,1.04,0.0,1.49,0.97,47.2,0.52,0.26,0.06,0.0,2.27,2.66,0.0,0.13,2.08,0.0,0.0,0.0,7.14,0.71,0.19,78.6,Monaco,Mohamed Camara,100,M. Camara,86,Mohamed Camara,long_name,246764.0,M. Camara,Mohamed Camara,"CM, CM",22.0,173.0,65.0,Ligue 1,Monaco,4.0,Mali,Right,https://cdn.sofifa.net/players/246/764/23_120.png,81.0
408,Ousmane Camara,GUI,FWMF,Auxerre,Ligue 1,21,2001,3,0,24,0.3,0,1.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,23.3,26.7,87.5,523.3,200.0,3.33,3.33,100.0,16.7,16.7,100.0,3.33,6.67,50.0,0.0,3.33,3.33,3.33,3.33,6.67,26.7,26.7,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,23.3,0.0,0.0,6.67,3.33,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,36.7,0.0,0.0,10.0,26.7,3.33,36.7,3.33,0.0,0.0,0.0,0.0,23.3,236.7,116.7,6.67,6.67,0.0,0.0,0.0,16.7,3.33,3.33,0.0,0.0,6.67,0.0,0.0,6.67,3.33,0.0,0.0,0.0,6.67,0.0,10.0,0.0,Auxerre,Ousmane Camara,100,O. Camara,86,Ousmane Camara,long_name,258439.0,O. Camara,Ousmane Camara,"CB, CM",19.0,197.0,90.0,Ligue 1,Angers SCO,29.0,France,Right,https://cdn.sofifa.net/players/258/439/23_120.png,41.0
408,Ousmane Camara,GUI,FWMF,Auxerre,Ligue 1,21,2001,3,0,24,0.3,0,1.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,23.3,26.7,87.5,523.3,200.0,3.33,3.33,100.0,16.7,16.7,100.0,3.33,6.67,50.0,0.0,3.33,3.33,3.33,3.33,6.67,26.7,26.7,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,23.3,0.0,0.0,6.67,3.33,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,36.7,0.0,0.0,10.0,26.7,3.33,36.7,3.33,0.0,0.0,0.0,0.0,23.3,236.7,116.7,6.67,6.67,0.0,0.0,0.0,16.7,3.33,3.33,0.0,0.0,6.67,0.0,0.0,6.67,3.33,0.0,0.0,0.0,6.67,0.0,10.0,0.0,Auxerre,Ousmane Camara,100,O. Camara,86,Ousmane Camara,long_name,272908.0,O. Camara,Ousmane Camara,ST,20.0,180.0,75.0,Ligue 1,Auxerre,28.0,Guinea,Right,https://cdn.sofifa.net/players/272/908/23_120.png,69.0
410,Eduardo Camavinga,FRA,MFDF,Real Madrid,La Liga,20,2002,20,9,914,10.2,0,12.0,1.0,8.3,0.0,0.0,23.6,0.0,0.0,0.0,57.0,62.7,90.8,882.9,245.3,29.1,31.5,92.5,21.7,23.0,94.0,3.82,4.8,79.6,1.0,1.27,6.76,0.78,0.1,8.04,62.7,58.5,3.82,1.96,0.2,0.29,0.49,1.86,0.0,0.0,0.0,0.0,57.0,0.39,0.59,4.51,3.33,0.0,0.39,0.2,0.59,0.0,0.29,0.2,0.0,0.0,0.0,0.1,0.0,2.94,2.06,1.08,1.08,0.78,0.78,2.55,30.8,1.76,1.27,0.29,0.98,0.88,3.82,1.27,0.0,75.6,1.96,14.5,41.0,21.7,1.18,75.6,3.33,1.76,52.9,1.18,35.3,51.4,304.1,176.3,3.73,4.71,0.39,1.86,1.18,56.9,4.8,0.29,0.0,0.0,1.47,3.63,0.29,0.49,2.06,0.0,0.0,0.0,6.18,0.88,0.69,56.3,Real Madrid,Eduardo Celmi Camavinga,95,E. Camavinga,86,Eduardo Celmi Camavinga,long_name,248243.0,E. Camavinga,Eduardo Celmi Camavinga,"CM, CM",19.0,182.0,68.0,La Liga,Real Madrid,12.0,France,Left,https://cdn.sofifa.net/players/248/243/23_120.png,76.0
411,Nicolò Cambiaghi,ITA,FWMF,Empoli,Serie A,22,2000,16,3,520,5.8,2,17.0,6.0,35.3,0.69,1.91,16.9,0.0,0.0,0.0,26.2,34.7,75.6,370.3,84.3,16.0,18.3,87.7,6.72,9.48,70.9,1.72,2.24,76.9,1.0,0.86,1.72,0.86,0.0,3.79,34.7,33.6,1.03,0.17,0.0,0.0,2.93,0.52,0.17,0.0,0.0,0.0,26.2,0.0,2.07,4.31,2.24,0.17,0.17,0.69,0.69,0.34,0.69,0.17,0.17,0.17,0.17,0.0,0.0,2.59,1.9,1.21,0.69,0.69,0.52,1.21,42.9,0.69,1.55,0.17,1.38,0.69,3.28,0.86,0.0,50.0,1.38,7.59,16.2,27.8,5.0,50.0,3.45,1.55,45.0,1.38,40.0,35.0,292.9,120.7,4.83,2.59,1.72,2.93,1.55,36.2,7.93,0.17,0.0,0.0,1.72,4.14,0.0,2.93,1.9,0.0,0.0,0.0,4.66,0.34,1.38,20.0,Empoli,Nicolò Cambiaghi,100,N. Cambiaghi,86,Nicolò Cambiaghi,long_name,268703.0,N. Cambiaghi,Nicolò Cambiaghi,"LW, CM, ST",21.0,173.0,74.0,Serie A,Empoli,28.0,Italy,Right,https://cdn.sofifa.net/players/268/703/23_120.png,74.0
412,Andrea Cambiaso,ITA,DF,Bologna,Serie A,22,2000,19,13,1150,12.8,0,7.0,1.0,14.3,0.0,0.0,18.1,0.0,0.0,0.0,42.9,54.5,78.8,639.2,236.6,24.3,27.1,89.6,15.0,18.1,82.8,2.34,5.7,41.1,2.0,1.17,2.03,1.02,0.47,3.2,54.5,44.0,10.3,0.86,0.0,0.16,2.73,9.38,0.08,0.08,0.0,0.0,42.9,0.16,1.72,2.19,1.72,0.23,0.16,0.0,0.08,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.0,2.58,1.41,1.56,0.94,0.08,0.94,2.34,40.0,1.41,1.09,0.16,0.94,1.41,3.98,1.48,0.08,67.1,3.2,22.0,29.9,16.3,1.48,67.1,2.5,1.02,40.6,1.33,53.1,36.6,203.3,107.7,2.58,2.34,0.63,1.95,0.86,39.3,4.14,0.16,0.0,0.0,1.33,1.48,0.31,2.73,1.41,0.0,0.0,0.0,6.8,0.23,0.86,21.4,Bologna,Andrea Cambiaso,100,A. Cambiaso,85,Andrea Cambiaso,long_name,258966.0,A. Cambiaso,Andrea Cambiaso,"LB, LW, RB",22.0,181.0,72.0,Serie A,Bologna,50.0,Italy,Left,https://cdn.sofifa.net/players/258/966/23_120.png,75.0
413,Axel Camblan,FRA,FWMF,Brest,Ligue 1,19,2003,7,0,68,0.8,0,1.0,1.0,100.0,0.0,0.0,6.8,0.0,0.0,0.0,23.8,33.8,70.4,245.0,57.5,16.3,18.8,86.7,3.75,6.25,60.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,5.0,33.8,33.8,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,23.8,0.0,0.0,3.75,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,1.25,1.25,0.0,0.0,1.25,0.0,1.25,0.0,0.0,0.0,0.0,2.5,0.0,0.0,57.5,0.0,7.5,21.3,30.0,11.3,57.5,5.0,1.25,25.0,3.75,75.0,35.0,352.5,101.3,2.5,3.75,1.25,5.0,3.75,37.5,11.3,0.0,0.0,0.0,5.0,1.25,0.0,2.5,2.5,0.0,0.0,0.0,6.25,8.75,3.75,70.0,Brest,Axel Camblan,100,A. Camblan,84,Axel Camblan,long_name,264512.0,A. Camblan,Axel Camblan,LW,19.0,168.0,60.0,Ligue 1,Brest,11.0,France,Right,https://cdn.sofifa.net/players/264/512/23_120.png,75.0
414,Sergio Camello,ESP,FW,Rayo Vallecano,La Liga,22,2001,20,17,1431,15.9,5,41.0,12.0,29.3,1.91,6.68,15.1,0.0,0.0,0.0,13.6,16.9,80.7,195.0,19.7,7.48,8.62,86.9,4.72,5.91,79.8,0.63,0.88,71.4,3.0,1.01,0.25,0.38,0.0,1.26,16.9,15.3,1.64,0.13,0.06,0.0,0.06,0.13,0.0,0.0,0.0,0.0,13.6,0.0,0.31,2.08,1.57,0.0,0.19,0.13,0.19,0.0,0.25,0.13,0.0,0.06,0.06,0.0,0.0,0.69,0.44,0.19,0.38,0.13,0.19,0.5,37.5,0.31,0.31,0.0,0.31,0.0,0.69,0.94,0.0,26.3,1.01,1.89,11.6,13.2,3.52,26.3,1.7,0.5,29.6,1.13,66.7,16.5,84.9,31.6,1.32,1.26,0.63,2.26,1.13,18.6,4.4,0.06,0.0,0.0,0.57,0.88,0.63,0.06,0.44,0.0,0.0,0.0,2.14,1.13,1.7,40.0,Rayo Vallecano,Sergio Camello Pérez,95,Sergio Camello,100,Sergio Camello,short_name,248805.0,Sergio Camello,Sergio Camello Pérez,ST,21.0,177.0,69.0,La Liga,Rayo Vallecano,34.0,Spain,Right,https://cdn.sofifa.net/players/248/805/23_120.png,70.0
415,Chem Campbell,WAL,FWMF,Wolves,Premier League,20,2002,5,0,74,0.8,0,2.0,0.0,0.0,0.0,0.0,11.3,0.0,0.0,0.0,28.8,40.0,71.9,430.0,80.0,12.5,13.8,90.9,16.3,17.5,92.9,0.0,6.25,0.0,0.0,0.0,2.5,0.0,0.0,5.0,40.0,38.8,1.25,0.0,0.0,0.0,5.0,0.0,1.25,1.25,0.0,0.0,28.8,0.0,1.25,2.5,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.25,1.25,1.25,0.0,0.0,1.25,0.0,1.25,2.5,0.0,2.5,1.25,3.75,0.0,0.0,58.8,1.25,7.5,23.8,28.8,6.25,58.8,5.0,2.5,50.0,2.5,50.0,48.8,378.8,87.5,2.5,7.5,1.25,3.75,7.5,45.0,12.5,0.0,0.0,0.0,0.0,1.25,0.0,5.0,1.25,0.0,0.0,0.0,5.0,2.5,1.25,66.7,Wolverhampton Wanderers,Chem Campbell,100,C. Campbell,85,Chem Campbell,long_name,254113.0,C. Campbell,Chem Campbell,"LW, ST",19.0,180.0,72.0,Premier League,Wolverhampton Wanderers,77.0,Wales,Right,https://cdn.sofifa.net/players/254/113/23_120.png,75.0
